company_id,doc_id,role,risk_bucket,z_label,sum_s,mean_s,N_sent
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-10-27_Q3 2016",CEO,risk_external,2,0.09259033,0.09259033,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-10-27_Q3 2016",CEO,risk_legal,2,0.3203125,0.3203125,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2016-10-27_Q3 2016",CEO,risk_uncertainty,2,0.29541016,0.29541016,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",Analyst,risk_constraint,2,52.7477149985,0.18573139083978873,284
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",Analyst,risk_external,2,118.549987742,0.4174295343028169,284
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",Analyst,risk_legal,2,57.7759285919,0.20343636828133801,284
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",Analyst,risk_uncertainty,2,54.9268150413,0.19340427831443663,284
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",CEO,risk_constraint,2,0.2849121,0.2849121,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",CEO,risk_external,2,0.11730957,0.11730957,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",CEO,risk_legal,2,0.30737305,0.30737305,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",CEO,risk_uncertainty,2,0.2902832,0.2902832,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",CTO,risk_constraint,2,0.51708984,0.25854492,2
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",CTO,risk_external,2,0.50006104,0.25003052,2
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",CTO,risk_legal,2,0.51062012,0.25531006,2
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-04-27_Q1 2017",CTO,risk_uncertainty,2,0.47241212,0.23620606,2
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",Analyst,risk_constraint,2,32.0621834114,0.18321247663657142,175
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",Analyst,risk_external,2,74.451812764,0.42543893008,175
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",Analyst,risk_legal,2,35.4801864113,0.20274392235028568,175
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",Analyst,risk_uncertainty,2,33.0064162448,0.18860809282742858,175
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",CEO,risk_constraint,2,0.28857422,0.28857422,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",CEO,risk_external,2,0.14416504,0.14416504,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",CEO,risk_legal,2,0.29467773,0.29467773,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",CEO,risk_uncertainty,2,0.27246094,0.27246094,1
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",CTO,risk_constraint,2,0.57153322,0.28576661,2
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",CTO,risk_external,2,0.35772705,0.178863525,2
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",CTO,risk_legal,2,0.55773926,0.27886963,2
Acorda Therapeutics,"Acorda Therapeutics, Inc._2017-07-27_Q2 2017",CTO,risk_uncertainty,2,0.51318359,0.256591795,2
Acorda Therapeutics,"Acorda Therapeutics, Inc._2018-02-15_Q4 2017",Analyst,risk_constraint,2,50.7368927037,0.1844977916498182,275
Acorda Therapeutics,"Acorda Therapeutics, Inc._2018-02-15_Q4 2017",Analyst,risk_external,2,117.298889171,0.42654141516727273,275
